acteurs,annee,description,duree,genre,langueOrigine,paysOrigine,public,realisateur,scorePresse,scoreSpectateur,title,titreOriginal
"Daniel Kaluuya,Keke Palmer,Steven Yeun",10 août 2022,"En Californie, le décès dans des circonstances étranges de leur père amène un frère et une sœur à enquêter sur les causes. Le résultat est effrayant.",130,"Epouvante-horreur,Science Fiction,Thriller",-, U.S.A.,"Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Jordan Peele,"4,1","3,1",Nope,
"Nill Marcondes,Klebber Toledo,Christian Malheiros",29 mai 2024,"Dans un futur sombre où les prothèses robotiques révolutionnent le sport, deux sœurs s'affrontent au saut en longueur, mais leur rivalité les entraîne sur une piste sinistre.",110,"Action,Aventure,Science Fiction",-, Brésil,,Afonso Poyart,"2,6",,Bionic,Biônicos
"David Harbour,Orlando Bloom,Archie Madekwe",9 août 2023,"Gran Turismo retrace l'incroyable histoire vraie d'une équipe d'outsiders : un gamer issu de la classe ouvrière, un ex-pilote de course raté et un cadre idéaliste de l’industrie du sport automobile. Ensemble, ils risquent tout et s'attaquent au sport le plus élitiste au monde.",134,"Action,Drame",-, U.S.A.,,Neill Blomkamp,"2,5","4,0",Gran Turismo,Gran Turismo: Based On a True Story
"Julia Franz Richter,George Blagden,Mark Ivanir",16 mars 2023,"En 2056, de puissants groupes ont remplacé les gouvernements mondiaux. Les ressources sur la Terre sont épuisées. Stationnés sur la station spatiale «Rubikon», la soldate Hannah et les scientifiques Gavin et Dimitri travaillent à un projet d’algues qui pourrait aider l’humanité tout entière. Lorsque la Terre se retrouve soudain enveloppée dans un brouillard toxique et mystérieux, l’équipe perd tout contact avec le contrôle au sol. Dès lors, tiraillés entre divers commanditaires et des valeurs morales divergentes, ils devront prendre une décision: doivent-ils quitter la station et risquer leur vie pour sauver celle des autres?",109,"Science Fiction,Thriller",-, Autriche,,Magdalena Lauritsch,"2,1",,Rubikon,
"Cate Blanchett,Giovanni Ribisi,Keanu Reeves",18 avril 2001,"En Géorgie, dans la petite ville de Brixton, Annie Wilson a le don de lire l'avenir des gens dans les cartes. Du fait de ses prédictions, certains s'imaginent qu'elle est une sorcière. Mais Annie n'a pas l'intention d'abandonner ses activités de diseuse de bonne aventure. Cette situation dure depuis un an, date à laquelle son mari est mort. L'une des clientes d'Annie est Valerie Barksdale, une femme qui ne se résigne pas à quitter Donnie, son mari violent. Annie lui suggère fortement de rompre avec lui, conseil que n'apprécie guère le mari en question qui se met à les menacer, elle et ses fils. La vie d'Annie bascule et sa confiance en ses visions s'ébranle avec la disparition prolongée de Jessica King, une fille de la haute bourgeoisie à la vie sentimentale mouvementée. La police n'a aucune piste concrète qui lui permettrait de retrouver sa trace. Annie dit avoir ""vu"" ce qui est arrivé.",112,"Drame,Epouvante-horreur,Thriller",-, U.S.A.,,Sam Raimi,"3,2","3,0",Intuitions,The Gift
"Peter Lorre,Otto Wernicke,Gustaf Gründgens",8 avril 1932,"Toute la presse ne parle que de ça : le maniaque tueur d’enfants, qui terrorise la ville depuis quelques temps, vient de faire une nouvelle victime. Chargé de l’enquête, le commissaire Lohmann multiplie les rafles dans les bas-fonds. Gênée par toute cette agitation la pègre décide de retrouver elle-même le criminel : elle charge les mendiants et les clochards de surveiller chaque coin de rue…",112,"Policier,Thriller",-, Allemagne,,Fritz Lang,"5,0","4,3",M le Maudit,M
"Vin Diesel,Donnie Yen,Deepika Padukone",18 janvier 2017,"Xander Cage, sportif de l’extrême devenu agent d'élite, sort de l’exil qu’il s’était imposé, pour affronter le redoutable guerrier alpha Xiang et son équipe. Il entre dans une course impitoyable afin de récupérer une arme de destruction massive connue sous le nom de Boîte de Pandore. Recrutant une toute nouvelle équipe d’experts accros à l'adrénaline, Xander se retrouve au coeur d’une conspiration menaçant les gouvernements les plus puissants du monde.",107,"Action,Thriller",-, U.S.A.,,D.J. Caruso,"2,3","2,2",xXx : Reactivated,xXx : Return of Xander Cage
"Lily Franky,Sakura Andô,Mayu Matsuoka",12 décembre 2018,"Au retour d’une nouvelle expédition de vol à l’étalage, Osamu et son fils recueillent dans la rue une petite fille qui semble livrée à elle-même. D’abord réticente à l’idée d’abriter l’enfant pour la nuit, la femme d’Osamu accepte de s’occuper d’elle lorsqu‘elle comprend que ses parents la maltraitent. En dépit de leur pauvreté, survivant de petites rapines qui complètent leurs maigres salaires, les membres de cette famille semblent vivre heureux – jusqu’à ce qu’un incident révèle brutalement leurs plus terribles secrets…",121,Drame,-, Japon,,Hirokazu Kore-eda,"4,5","4,2",Une Affaire de famille,Manbiki kazoku
"Omar Sy,Gloria Colston,Clémence Poésy",7 décembre 2016,"Samuel vit sa vie sans attaches ni responsabilités, au bord de la mer sous le soleil du sud de la France, près des gens qu’il aime et avec qui il travaille sans trop se fatiguer. Jusqu’à ce qu’une de ses anciennes conquêtes lui laisse sur les bras un bébé de quelques mois, Gloria : sa fille ! Incapable de s’occuper d’un bébé et bien décidé à rendre l’enfant à sa mère, Samuel se précipite à Londres pour tenter de la retrouver, sans succès. 8 ans plus tard, alors que Samuel et Gloria ont fait leur vie à Londres et sont devenus inséparables, la mère de Gloria revient dans leur vie pour récupérer sa fille…",118,"Comédie,Drame","Anglais, Français"," France, Grande-Bretagne",,Hugo Gélin,"3,2","4,1",Demain Tout Commence,
"Jürgen Vogel,Frederick Lau,Max Riemelt",4 mars 2009,"En Allemagne, aujourd'hui. Dans le cadre d'un atelier, un professeur de lycée propose à ses élèves une expérience visant à leur expliquer le fonctionnement d'un régime totalitaire. Commence alors un jeu de rôle grandeur nature, dont les conséquences vont s'avérer tragiques.",107,"Policier,Drame",-, Allemagne,,Dennis Gansel,"2,8","4,0",La Vague,Die Welle
"Jean-Louis Trintignant,Dominique Sanda,Sacha Distel",25 décembre 2016,"A Nice, en 1971, un promoteur immobilier est abattu dans une résidence de luxe. Deux autres meurtres suivent, avec toujours le même mode opératoire sans pour autant qu'aucun mobile évident n'apparaisse. L'inspecteur Carella est pourtant convaincu que les trois assassinats sont liés et passe en revue la vie privée des victimes pour trouver ce qui les unit. Il finit par découvrir le nom de Jocelyne Rocca, une jeune femme qui a été en contact avec les défunts à l'université. Passionné de civilisation américaine, Philippe Labro transpose sur la Côte d'Azur le roman noir ""Dix plus un"" d'Ed McBain, servi par un casting hétéroclite mais convaincant et des réparties qui font mouche.",96,Policier,-, France,,Philippe Labro,"2,9",,Sans mobile apparent,
"Sakura Andô,Eita Nagayama,Soya Kurokawa",27 décembre 2023,"Le comportement du jeune Minato est de plus en plus préoccupant. Sa mère, qui l’élève seule depuis la mort de son époux, décide de confronter l’équipe éducative de l’école de son fils. Tout semble désigner le professeur de Minato comme responsable des problèmes rencontrés par le jeune garçon. Mais au fur et à mesure que l’histoire se déroule à travers les yeux de la mère, du professeur et de l’enfant, la vérité se révèle bien plus complexe et nuancée que ce que chacun avait anticipé au départ...",127,"Drame,Thriller",-, Japon,,Hirokazu Kore-eda,"3,9","4,2",L'Innocence,Kaibutsu
"Raechelle Banno,Karina Banno,Gil Bellows",4 octobre 2021,"Ruby est une jeune fille douce et aimante, née dans le bayou, au fin fond de la Louisiaine. Elevée par sa grand-mère Catherine, elle a developpé un don pour la peinture et vit une belle histoire d’amour avec Paul, son petit ami du lycée. Se sachant proche de la mort, Catherine décide de lui raconter la vérité sur ses parents...",90,Drame,Anglais, U.S.A.,,Gail Harvey,"3,3",,Les malheurs de Ruby,V.C. Andrews' Ruby
"Rami Malek,Gwilym Lee,Lucy Boynton",31 octobre 2018,"Bohemian Rhapsody retrace le destin extraordinaire du groupe Queen et de leur chanteur emblématique Freddie Mercury, qui a défié les stéréotypes, brisé les conventions et révolutionné la musique. Du succès fulgurant de Freddie Mercury à ses excès, risquant la quasi-implosion du groupe, jusqu’à son retour triomphal sur scène lors du concert Live Aid, alors qu’il était frappé par la maladie, découvrez la vie exceptionnelle d’un homme qui continue d’inspirer les outsiders, les rêveurs et tous ceux qui aiment la musique.",135,"Biopic,Drame",-, U.S.A.,,Bryan Singer,"3,0","4,3",Bohemian Rhapsody,
"Andrea Santamaria,Anthony Gonzalez (VIII),Benjamin Bratt",15 novembre 2017,"Depuis déjà plusieurs générations, la musique est bannie dans la famille de Miguel. Un vrai déchirement pour le jeune garçon dont le rêve ultime est de devenir un musicien aussi accompli que son idole, Ernesto de la Cruz. ",105,"Animation,Famille,Fantastique",-, U.S.A.,Tout public,Lee Unkrich,"4,1","4,5",Coco,
"Saoirse Ronan,Laurie Metcalf,Tracy Letts",28 février 2018,"Christine « Lady Bird » McPherson se bat désespérément pour ne pas ressembler à sa mère, aimante mais butée et au fort caractère, qui travaille sans relâche en tant qu’infirmière pour garder sa famille à flot après que le père de Lady Bird a perdu son emploi. ",95,"Comédie,Drame",-, U.S.A.,,Greta Gerwig,"3,8","3,6",Lady Bird,
"Marlon Brando,Al Pacino,James Caan",18 octobre 1972,"En 1945, à New York, les Corleone sont une des cinq familles de la mafia. Don Vito Corleone, ""parrain"" de cette famille, marie sa fille à un bookmaker. Sollozzo, "" parrain "" de la famille Tattaglia, propose à Don Vito une association dans le trafic de drogue, mais celui-ci refuse. Sonny, un de ses fils, y est quant à lui favorable.",175,"Policier,Drame",-, U.S.A.,Interdit - 12 ans,Francis Ford Coppola,"4,6","4,5",Le Parrain,The Godfather
"Brooklynn Prince,Che Tafari,Brian Cox",24 mai 2024,"Kaitlyn est sous le choc du divorce de ses parents et de la perte imminente de sa maison. Avec sa meilleure amie, elle espère résoudre les problèmes financiers de sa mère en volant un oiseau de grande valeur, mais Kaitlyn, au lieu de cela, crée un lien avec le propriétaire qui l'amène à voir la vie sous un nouvel angle.",99,"Comédie,Comédie dramatique,Drame",-, U.S.A.,,Dean Israelite,"2,2",,Little Wing,
"André Dussollier,Stephen Fry,Marion Cotillard",31 janvier 2024,"Bienvenue dans la Renaissance ! Une époque où artistes, savants, rois et reines inventent un monde nouveau. Parmi eux, un curieux personnage passe ses journées à dessiner d’étranges machines et à explorer les idées les plus folles. Observer la lune, voler comme un oiseau, découvrir les secrets de la médecine… il rêve de changer le monde. Embarquez pour un voyage avec le plus grand des génies, Léonard de Vinci !",97,"Aventure,Animation,Famille",Anglais," Irlande, U.S.A.",Tout public,Jim Capobianco,"3,6","3,6","Léo, la fabuleuse histoire de Léonard de Vinci",The Inventor
"Franck Dubosc,Kad Merad,Alexandra Lamy",18 février 2015,"Éric et Patrice sont amis depuis le lycée. Au fil des années, chacun a pris un chemin très différent : d’un côté Éric, hédoniste sans attaches aux multiples conquêtes, et de l’autre Patrice, père de famille « monogame » à la vie bien rangée. Après une soirée bien arrosée, les deux amis d’enfance se retrouvent propulsés en 1986 alors qu’ils n’ont que 17 ans. Ce retour dans le passé est l’occasion rêvée pour tenter de changer le cours de leur vie. Que vont-ils faire de cette seconde chance ?",107,Comédie,-, France,,Dominique Farrugia,"3,2","2,7",Bis,
"Catherine Deneuve,Andrea Riseborough,Morgan Saylor",21 février 2024,"Charlie, 20 ans, étudiante revient dans la ferme familiale en Virginie pour aider sa mère qui est souffrante. Elles ont une vision différente de la vie : Charlie étudie la finance tandis que Laura gère un élevage de poules. Après une longue absence, Solange, la mère de Laura, grand-mère de Charlie, débarque à la ferme… Elle est française, féministe et excentrique. Solange a quitté l'Amérique alors que sa fille était encore une enfant et elles ne se sont jamais beaucoup revues. Ces trois femmes, que rien ne semble rapprocher, réussiront-elles à vivre ensemble ?",93,Comédie dramatique,Anglais," France, U.S.A.",,Hanna Ladoul,"2,9","3,7",Au fil des saisons,
"Virginie Efira,Melvil Poupaud,Dominique Reymond",24 mai 2023,"Quand Blanche croise le chemin de Gregoire, elle pense rencontrer celui qu’elle cherche. Les liens qui les unissent se tissent rapidement et leur histoire se construit dans l’emportement. Le couple déménage, Blanche s’éloigne de sa famille, de sa sœur jumelle, s’ouvre à une nouvelle vie. Mais fil après fil, elle se retrouve sous l’emprise d’un homme possessif et dangereux.",105,"Drame,Thriller",-, France,"Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Valérie Donzelli,"3,8","3,9",L'Amour et les Forêts,
"Odessa Young,Josh O'Connor,Colin Firth",4 octobre 2023,"Angleterre, 1924. Femme de chambre chez un couple d'aristocrates, Jane fréquente secrètement Paul, le fils des propriétaires du manoir voisin. Instinctivement, Jane sait que leur différence de milieu, et le futur mariage de Paul avec une autre, vouent leur liaison passionnée à l'échec. Elle se raccroche alors à ces étreintes dérobées comme à autant de futurs souvenirs destinés à nourrir sa plume d'écrivaine en devenir.",104,"Drame,Historique,Romance",-, Grande-Bretagne,,Eva Husson,"3,3","3,0",Entre les lignes,Mothering Sunday
"Michael FitzGerald,Orlando Bloom,Liam Neeson",4 mai 2005,"L'aventure extraordinaire d'un homme ordinaire, précipité dans un conflit qui va durer des décennies : les croisades.",145,"Action,Historique",Long métrage," U.S.A., Grande-Bretagne, Espagne, Allemagne",,Ridley Scott,"3,2","3,5",Kingdom of Heaven,
"Enzo Vogrincic Roldán,Simón Hempe,Matías Recalt",4 janvier 2024,"En 1972, un avion uruguayen s'écrase en plein cœur des Andes. Les survivants ne peuvent compter que les uns sur les autres pour réchapper au crash.",144,"Drame,Thriller",Long métrage," Espagne, Uruguay, Chili",,Juan Antonio Bayona,"3,8","4,2",Le Cercle des neiges,La sociedad de la nieve
